year,country,purpose,mode,duration,age,visits_thousand,nights_thousand,millions_spent
2010,France,VFR,Sea,8-14 nights,35-44,0.290381492,3.433149038,0.072642426
2010,France,VFR,Sea,8-14 nights,55-64,0.290381492,4.005340544,0.103442815
2010,France,VFR,Sea,15+ nights,45-54,0.145613154,2.151960751,0.072853767
2010,France,Study,Air,15+ nights,16-24,1.763268727,54.27141088,0.885143118
2010,France,Other,Air,1-3 nights,25-34,0.425232891,1.275698673,0.027640138
2010,France,Other,Air,4-7 nights,25-34,2.928001201,11.7120048,1.507920618
2010,France,Holiday,Air,1-3 nights,45-54,2.850528863,8.393118476,1.768572096
2010,France,Holiday,Air,1-3 nights,55-64,0.310796132,0.915110451,0.05988681
2010,France,Holiday,Air,4-7 nights,0-15,0.266098593,1.862690153,0.059872183
2010,France,Holiday,Air,4-7 nights,16-24,3.156819164,12.69389706,0.874851866
2010,France,Holiday,Air,4-7 nights,25-34,1.077876138,5.289510918,0.668753678
2010,France,Holiday,Air,8-14 nights,16-24,0.533162414,3.139694789,0.147243409
2010,France,Holiday,Tunnel,4-7 nights,25-34,0.480244163,3.298318534,0.058928958
2010,France,Business,Air,1-3 nights,35-44,0.949753161,2.842992881,0.467592441
2010,France,Business,Air,1-3 nights,45-54,0.302718421,0.603586965,0.065039624
2010,France,Business,Air,4-7 nights,45-54,2.797349299,11.15887779,1.21212315
2010,France,Business,Air,8-14 nights,55-64,0.268317991,3.20997793,0.540288291
2010,France,Business,Air,15+ nights,55-64,1.300121644,29.81143155,0.643116866
2010,France,Business,Sea,4-7 nights,65+,0.561060979,3.790394002,0.194499855
2010,France,Business,Sea,8-14 nights,55-64,0.561060979,6.497818289,1.945554268
2010,France,VFR,Air,1-3 nights,35-44,2.670769773,5.236223672,0.820530588
2010,France,VFR,Air,1-3 nights,45-54,0.860798012,1.687652366,0.020149314
2010,France,VFR,Air,4-7 nights,25-34,0.338807597,1.99276521,0.071045957
2010,France,VFR,Air,4-7 nights,45-54,5.456217244,26.7432017,3.876102741
2010,France,VFR,Air,8-14 nights,0-15,0.338807597,2.657020279,0.087568273
2010,France,VFR,Air,8-14 nights,55-64,1.390523876,14.99418543,0.960195082
2010,France,VFR,Air,15+ nights,25-34,1.843512943,93.97260725,8.118049872
2010,France,VFR,Air,15+ nights,65+,0.725531434,21.33679721,0.010614395
2010,France,VFR,Sea,8-14 nights,35-44,0.639123159,5.097444978,0.066957151
2010,France,VFR,Sea,15+ nights,65+,1.021948309,12.22610667,0.501860047
2011,France,Holiday,Air,4-7 nights,16-24,1.996942379,12.10429119,1.941248004
2011,France,Holiday,Air,4-7 nights,25-34,0.408188325,1.649465168,0.250291769
2011,France,Holiday,Sea,8-14 nights,16-24,0.273353972,2.223436402,0.027371074
2011,France,Business,Air,1-3 nights,16-24,0.508660374,0.511762102,0.029039598
2011,France,Business,Air,1-3 nights,35-44,5.204415841,5.55841469,0.453293348
2011,France,Business,Air,4-7 nights,45-54,1.182050632,4.757034341,0.721781987
2011,France,VFR,Air,1-3 nights,16-24,3.581059206,7.186517731,1.093507873
2011,France,VFR,Air,4-7 nights,16-24,3.581059206,19.76292376,4.726484442
2011,France,VFR,Air,4-7 nights,35-44,4.407457484,30.95730715,1.401469721
2011,France,VFR,Air,15+ nights,65+,0.375427263,1.883531192,0.091585684
2011,France,VFR,Sea,8-14 nights,35-44,1.764353497,10.32743949,0.305568481
2011,France,VFR,Sea,15+ nights,65+,1.303490269,51.50135107,3.160521736
2011,France,VFR,Tunnel,15+ nights,55-64,0.745525909,25.09213652,0.594025509
2011,France,Holiday,Air,1-3 nights,25-34,1.762878365,5.086634302,0.393305838
2011,France,Holiday,Air,1-3 nights,45-54,1.762878365,5.086634302,0.41582996
2011,France,Holiday,Air,4-7 nights,16-24,0.631056536,2.524226143,0.201938091
2011,France,Holiday,Air,4-7 nights,45-54,0.709000291,4.773438883,0.314968437
2011,France,Holiday,Air,4-7 nights,55-64,0.358331546,2.508320821,0.134015998
2011,France,Holiday,Air,4-7 nights,65+,1.762878365,10.1732686,1.0534359
2011,France,Holiday,Air,8-14 nights,45-54,5.063313036,37.70703459,1.827253544
2011,France,Holiday,Air,8-14 nights,55-64,1.278853655,10.06286127,1.121730728
2011,France,Holiday,Sea,1-3 nights,0-15,0.146712287,0.440136862,0.037558346
2011,France,Holiday,Sea,4-7 nights,0-15,0.440136862,2.200684311,0.169012555
2011,France,Holiday,Sea,4-7 nights,16-24,1.621292978,9.727757866,0.405323244
2011,France,Holiday,Sea,8-14 nights,25-34,0.942825704,8.302651923,0.160496841
2011,France,Holiday,Sea,8-14 nights,55-64,0.967685526,3.787364848,0.410465208
2011,France,Holiday,Tunnel,4-7 nights,16-24,2.93393626,10.43061663,0.759066703
2011,France,Holiday,Tunnel,8-14 nights,45-54,0.774043289,2.272110306,0.290080044
2011,France,Business,Air,1-3 nights,16-24,0.648614187,1.281368694,0.190868672
2011,France,Business,Air,1-3 nights,25-34,1.42695181,2.947149771,0.241335771
2011,France,Business,Air,1-3 nights,45-54,1.415007791,2.911755791,0.150575191
2011,France,Business,Air,8-14 nights,35-44,0.543227186,3.75610052,0.078234748
2011,France,Business,Air,8-14 nights,45-54,2.68788568,23.89521669,0.745386944
2011,France,Business,Sea,8-14 nights,45-54,0.161795417,1.955741667,0.07658086
2011,France,VFR,Air,1-3 nights,25-34,2.777184122,5.955230322,1.328077174
2011,France,VFR,Air,4-7 nights,35-44,1.189384819,7.026860791,0.323064972
2011,France,VFR,Air,8-14 nights,65+,0.616634572,8.676861558,0.029700157
2011,France,VFR,Air,15+ nights,45-54,0.737632524,2.965560654,0.126753592
2011,France,VFR,Air,15+ nights,55-64,0.70331818,12.72421828,0.892754414
2011,France,VFR,Sea,8-14 nights,65+,0.936360134,6.546718984,0.0
2011,France,Other,Sea,1-3 nights,16-24,0.146712287,0.440136862,0.005868491
2011,France,Holiday,Air,1-3 nights,16-24,0.496012041,1.479654553,0.205120878
2011,France,Holiday,Air,1-3 nights,25-34,8.638182491,20.71763523,1.986062192
2011,France,Holiday,Air,1-3 nights,35-44,3.102709672,9.255699694,1.669569299
2011,France,Holiday,Air,4-7 nights,0-15,0.46870254,3.262437559,0.147121929
2011,France,Holiday,Air,4-7 nights,16-24,5.661450794,37.3159531,2.591076437
2011,France,Holiday,Air,4-7 nights,25-34,0.496012041,3.45252729,0.106267443
2011,France,Holiday,Air,4-7 nights,35-44,0.186689398,1.306825784,0.103052548
2011,France,Holiday,Air,4-7 nights,45-54,0.515863474,3.611044321,0.590663678
2011,France,Holiday,Air,4-7 nights,55-64,6.665936788,46.52124634,4.799186964
2011,France,Holiday,Air,8-14 nights,35-44,0.390797365,5.440346033,0.432259112
2011,France,Holiday,Air,8-14 nights,45-54,0.496012041,5.425400028,0.223903031
2011,France,Holiday,Air,15+ nights,0-15,1.212612683,10.85204227,0.078164945
2011,France,Holiday,Sea,4-7 nights,35-44,0.184191242,1.070510705,0.008245394
2011,France,Holiday,Sea,4-7 nights,45-54,0.153410452,0.92046271,0.169365139
2011,France,Holiday,Sea,4-7 nights,55-64,3.288026527,16.02018648,1.019221827
2011,France,Holiday,Sea,4-7 nights,65+,1.473276747,7.042484102,0.705840746
2011,France,Holiday,Sea,8-14 nights,0-15,0.184191242,1.070510705,0.080255173
2011,France,Holiday,Sea,8-14 nights,25-34,1.446490446,4.203466703,0.23896838
2011,France,Holiday,Sea,8-14 nights,35-44,1.617911696,20.14268209,0.514810048
2011,France,Holiday,Sea,8-14 nights,45-54,0.368382484,3.746787467,0.366461977
2011,France,Holiday,Sea,8-14 nights,55-64,0.184191242,1.962602959,0.16490789
2011,France,Holiday,Sea,8-14 nights,65+,0.184191242,1.605766057,0.15941096
2011,France,Holiday,Sea,15+ nights,0-15,1.998249868,30.96995418,0.496958072
2011,France,Holiday,Sea,15+ nights,35-44,0.999125655,19.35623533,0.49695843
2011,France,Holiday,Sea,15+ nights,45-54,3.667582817,44.76787434,1.046317846
2011,France,Holiday,Sea,15+ nights,55-64,1.166455843,14.12369402,0.887615258
2011,France,Holiday,Sea,15+ nights,65+,1.574699247,15.5164818,0.77437167
2011,France,Holiday,Tunnel,8-14 nights,65+,1.1980853,16.24750064,1.19183926
2011,France,Holiday,Tunnel,15+ nights,45-54,1.86841367,59.72522068,3.252677699
2011,France,Business,Air,1-3 nights,35-44,3.252951267,3.573908695,0.513518129
2011,France,Business,Air,1-3 nights,45-54,2.344004643,7.262414054,0.727446074
2011,France,Business,Air,4-7 nights,25-34,2.64258485,18.49809395,0.303897258
2011,France,Business,Air,4-7 nights,35-44,2.562227043,10.31590717,0.626687312
2011,France,Business,Tunnel,1-3 nights,45-54,0.997869414,0.997869414,0.11026457
2011,France,VFR,Air,4-7 nights,55-64,0.223323701,1.352495336,0.018314588
2011,France,VFR,Air,15+ nights,55-64,1.096232276,16.59753349,0.290533985
2011,France,VFR,Sea,8-14 nights,55-64,0.45063055,3.111581794,0.180317083
2011,France,Study,Air,4-7 nights,0-15,0.515863474,2.579317372,0.010317269
2011,France,Other,Air,15+ nights,16-24,3.372530565,96.42899586,5.660102514
2011,France,Holiday,Air,4-7 nights,45-54,4.404216666,17.49275189,2.556248645
2011,France,Holiday,Air,4-7 nights,55-64,0.466733441,1.390335598,0.416684257
2011,France,Holiday,Air,4-7 nights,65+,5.488335759,38.14768443,48.70625578
2011,France,Holiday,Sea,1-3 nights,25-34,2.906432309,5.718365714,0.572348607
2011,France,Holiday,Sea,15+ nights,65+,0.413363976,6.50630363,0.0
2011,France,Holiday,Tunnel,4-7 nights,45-54,1.139344213,4.483288231,0.280456417
2011,France,Holiday,Tunnel,4-7 nights,55-64,0.786830681,3.096157152,0.257985883
2011,France,Business,Air,1-3 nights,25-34,0.257358628,0.509924761,0.106089691
2011,France,Business,Air,1-3 nights,45-54,2.250293338,5.190908983,0.374551739
2011,France,Business,Air,4-7 nights,25-34,4.794322378,33.24777955,3.190717769
2011,France,Business,Air,4-7 nights,35-44,3.847292776,19.05735457,7.062257667
2011,France,Business,Air,15+ nights,25-34,0.9644044,30.86094082,0.207346946
2011,France,VFR,Air,1-3 nights,25-34,0.262372064,0.80132672,0.137070107
2011,France,VFR,Air,1-3 nights,55-64,3.93110123,12.00621897,0.259206278
2011,France,VFR,Air,4-7 nights,25-34,3.93110123,28.01451093,2.053711278
2011,France,VFR,Sea,8-14 nights,0-15,1.412642184,8.296383414,0.279584557
2011,France,VFR,Tunnel,1-3 nights,35-44,1.171491399,3.440057899,0.15418487
2011,France,Other,Sea,1-3 nights,45-54,0.68250697,0.682363515,0.044722569
2012,France,Holiday,Air,4-7 nights,0-15,1.052681109,5.263405547,0.345279404
2012,France,Holiday,Air,4-7 nights,16-24,0.276737616,1.646866901,0.100634179
2012,France,Holiday,Air,4-7 nights,55-64,0.258677091,1.282823855,0.332386042
2012,France,Holiday,Sea,1-3 nights,0-15,0.475161163,1.425483489,0.107861584
2012,France,Holiday,Sea,1-3 nights,16-24,0.580086633,1.740259899,0.082372302
2012,France,Business,Air,1-3 nights,16-24,0.222276493,0.220508479,0.047363013
2012,France,Business,Air,1-3 nights,45-54,2.397559311,4.756977658,0.748492131
2012,France,Business,Air,1-3 nights,55-64,0.261219961,0.259142186,0.174750111
2012,France,Business,Sea,1-3 nights,35-44,0.317456128,0.908736857,0.013094956
2012,France,Business,Sea,4-7 nights,35-44,1.320710645,3.780611979,0.019456736
2012,France,VFR,Air,4-7 nights,16-24,3.237056173,12.88201218,0.675676824
2012,France,VFR,Air,4-7 nights,25-34,1.407218667,2.800045326,0.12953932
2012,France,VFR,Air,4-7 nights,55-64,0.982147304,1.954249921,0.016047937
2012,France,VFR,Air,8-14 nights,35-44,1.407218667,14.00022663,0.13287849
2012,France,VFR,Air,8-14 nights,45-54,0.242104706,3.372133386,0.059679394
2012,France,Other,Air,4-7 nights,35-44,0.601318136,2.22163417,0.297984143
2012,France,Holiday,Air,1-3 nights,0-15,1.637748154,4.96570944,13.74678884
2012,France,Holiday,Air,1-3 nights,16-24,1.204735463,3.455272653,0.201941344
2012,France,Holiday,Air,1-3 nights,35-44,0.871466726,2.499432646,0.244895213
2012,France,Holiday,Air,1-3 nights,45-54,1.786212936,3.610573221,0.836005583
2012,France,Holiday,Air,4-7 nights,0-15,2.97701927,12.03523481,0.595875861
2012,France,Holiday,Air,4-7 nights,16-24,1.204735463,8.062302857,0.116413245
2012,France,Holiday,Air,4-7 nights,35-44,2.142888539,8.194622412,1.956569119
2012,France,Holiday,Air,4-7 nights,45-54,6.601426159,42.36525331,4.50867861
2012,France,Holiday,Air,4-7 nights,55-64,2.264555862,15.29722755,1.052935565
2012,France,Holiday,Air,4-7 nights,65+,0.372268346,2.633704709,0.275437465
2012,France,Holiday,Air,8-14 nights,35-44,0.764051064,4.382712765,0.148588713
2012,France,Holiday,Air,8-14 nights,45-54,3.571478151,40.97308054,2.401690268
2012,France,Holiday,Air,8-14 nights,65+,3.571478151,34.14423378,2.436905668
2012,France,Holiday,Sea,1-3 nights,0-15,0.154095789,0.462287368,0.071192255
2012,France,Holiday,Sea,1-3 nights,16-24,0.326901037,0.983257702,0.066088604
2012,France,Holiday,Sea,4-7 nights,0-15,0.343140973,1.720362646,0.12528672
2012,France,Holiday,Sea,4-7 nights,25-34,0.13226277,0.664572598,0.054835982
2012,France,Holiday,Sea,4-7 nights,35-44,2.093428633,6.311233195,0.462123669
2012,France,Holiday,Sea,4-7 nights,45-54,0.189045184,0.9498837,0.131885893
2012,France,Holiday,Sea,8-14 nights,65+,3.001293547,12.63787749,0.109006807
2012,France,Holiday,Sea,15+ nights,16-24,0.189045184,3.03962784,0.113045051
2012,France,Holiday,Sea,15+ nights,55-64,1.215280204,54.95709269,0.503853685
2012,France,Business,Air,1-3 nights,45-54,0.715490575,2.059918762,0.358263639
2012,France,Business,Air,4-7 nights,45-54,3.198064489,18.4146466,2.845115478
2012,France,Business,Tunnel,1-3 nights,45-54,4.139959846,7.793009984,0.0
2012,France,Business,Tunnel,1-3 nights,55-64,0.802975637,2.267267338,0.016650984
2012,France,VFR,Air,1-3 nights,16-24,3.087910204,3.008992041,0.229030733
2012,France,VFR,Air,4-7 nights,0-15,3.087910204,15.04496021,0.580211191
2012,France,VFR,Air,4-7 nights,45-54,0.386134962,1.505065823,0.101193551
2012,France,VFR,Air,8-14 nights,0-15,3.087910204,24.07193633,0.656554768
2012,France,VFR,Air,8-14 nights,16-24,0.753472619,9.544808146,0.234717713
2012,France,VFR,Air,8-14 nights,35-44,0.753472619,7.342160112,0.011177034
2012,France,VFR,Air,8-14 nights,55-64,1.174621684,13.73522052,0.598236739
2012,France,VFR,Air,8-14 nights,65+,1.852747548,18.05396613,1.584893893
2012,France,VFR,Air,15+ nights,55-64,1.395573254,25.83822137,0.676264445
2012,France,VFR,Sea,15+ nights,55-64,1.254992029,18.2741959,3.917478487
2012,France,Holiday,Air,1-3 nights,25-34,4.799354393,13.9475655,1.528814804
2012,France,Holiday,Air,1-3 nights,55-64,1.329051986,3.862402753,0.145333945
2012,France,Holiday,Air,4-7 nights,0-15,1.329051986,9.012273089,0.73677991
2012,France,Holiday,Air,4-7 nights,16-24,0.38583406,2.700838421,0.147002777
2012,France,Holiday,Air,4-7 nights,25-34,1.434483413,8.337601149,0.968069038
2012,France,Holiday,Air,4-7 nights,35-44,7.677868892,46.90595714,9.882161743
2012,France,Holiday,Air,4-7 nights,45-54,3.001274105,17.11177482,1.254742482
2012,France,Holiday,Air,4-7 nights,65+,0.38583406,2.700838421,0.385448226
2012,France,Holiday,Air,8-14 nights,16-24,0.494666072,5.271074374,0.242240417
2012,France,Holiday,Air,8-14 nights,25-34,2.144967941,23.64678681,1.099194639
2012,France,Holiday,Air,8-14 nights,35-44,1.329051986,12.87467584,0.630622942
2012,France,Holiday,Air,8-14 nights,45-54,9.841626913,115.7539854,14.55041233
2012,France,Holiday,Air,15+ nights,16-24,0.899690886,76.69557854,2.091700194
2012,France,Holiday,Sea,1-3 nights,65+,0.408631324,1.092494998,0.143762232
2012,France,Holiday,Sea,4-7 nights,45-54,0.136210441,0.955933123,0.082377535
2012,France,Holiday,Sea,4-7 nights,55-64,0.160547454,1.078336214,0.01713491
2012,France,Holiday,Sea,4-7 nights,65+,0.136210441,0.955933123,0.082377535
2012,France,Holiday,Sea,8-14 nights,25-34,2.157448474,6.210326249,0.129521353
2012,France,Holiday,Sea,8-14 nights,35-44,0.11916157,1.600725934,0.042350531
2012,France,Holiday,Sea,8-14 nights,45-54,0.301163311,2.989474996,0.289017799
2012,France,Holiday,Sea,8-14 nights,65+,0.140615857,1.409786569,0.160775634
2012,France,Holiday,Sea,15+ nights,16-24,1.283296005,4.925377955,0.219141807
2012,France,Holiday,Sea,15+ nights,55-64,0.160547454,3.235008642,0.385535482
2012,France,Holiday,Sea,15+ nights,65+,0.541723171,35.86569336,0.673880997
2012,France,Holiday,Tunnel,8-14 nights,35-44,1.330521385,15.31989659,0.1420039
2012,France,Holiday,Tunnel,15+ nights,45-54,1.398956924,20.13484681,0.497568443
2012,France,Business,Air,1-3 nights,25-34,1.22713449,2.422395593,0.627033012
2012,France,Business,Air,1-3 nights,35-44,0.728200716,1.437487268,0.192513505
2012,France,Business,Air,1-3 nights,45-54,0.728200716,1.437487268,0.301483413
2012,France,Business,Air,4-7 nights,25-34,0.674656532,4.661263767,0.459019705
2012,France,Business,Air,4-7 nights,35-44,1.92913984,11.42451757,0.684587937
2012,France,Business,Air,8-14 nights,25-34,0.728200716,3.593718169,0.70506989
2012,France,VFR,Air,1-3 nights,25-34,1.084415167,3.250283502,0.059369592
2012,France,VFR,Air,1-3 nights,45-54,0.784334571,1.567240906,0.089785249
2012,France,VFR,Air,4-7 nights,55-64,0.73408599,5.133923361,0.084033136
2012,France,VFR,Air,8-14 nights,0-15,1.342564192,10.67527813,0.296889127
2012,France,VFR,Air,8-14 nights,16-24,0.73408599,10.26784672,0.113262053
2012,France,VFR,Air,8-14 nights,35-44,0.541282519,7.57105573,0.179960115
2012,France,VFR,Air,8-14 nights,55-64,1.170439973,5.84687158,0.172681179
2012,France,VFR,Air,15+ nights,65+,1.004631457,16.05946824,0.374747686
2012,France,VFR,Tunnel,4-7 nights,25-34,1.583229202,7.883361103,0.641714607
2012,France,VFR,Tunnel,8-14 nights,25-34,1.583229202,22.07341109,0.129947208
2012,France,Study,Air,15+ nights,16-24,0.418113683,12.43627098,0.817150252
2012,France,Holiday,Air,4-7 nights,35-44,1.407761253,9.524060637,0.935370447
2012,France,Holiday,Air,4-7 nights,55-64,1.317578322,5.093678575,0.329879505
2012,France,Holiday,Air,8-14 nights,16-24,1.047025339,5.059671261,0.181049468
2012,France,Holiday,Air,8-14 nights,25-34,1.317578322,11.46077679,0.145908243
2012,France,Holiday,Tunnel,1-3 nights,16-24,0.62458297,1.873748911,0.099933275
2012,France,Business,Air,1-3 nights,35-44,6.295816251,15.39074208,2.267810893
2012,France,Business,Air,1-3 nights,55-64,3.001695329,6.038639799,4.635610047
2012,France,Business,Air,4-7 nights,35-44,0.247187157,0.994554105,0.170352449
2012,France,Business,Tunnel,4-7 nights,45-54,2.231319671,6.674073722,0.066928325
2012,France,VFR,Air,1-3 nights,55-64,3.177079628,6.208077632,0.432831749
2012,France,VFR,Air,4-7 nights,25-34,2.817589843,19.26969571,0.329881884
2012,France,VFR,Air,4-7 nights,55-64,0.759679193,5.195499594,0.236239606
2012,France,VFR,Air,8-14 nights,35-44,1.208005487,16.5232695,0.196772668
2012,France,VFR,Air,15+ nights,16-24,0.265717878,8.0478804,0.03016689
2012,France,VFR,Air,15+ nights,55-64,1.693585648,14.89185222,0.365019692
2012,France,Other,Sea,1-3 nights,45-54,3.266131694,9.798395081,3.266131694
2013,France,Holiday,Air,1-3 nights,65+,0.234350215,0.740937755,0.030967381
2013,France,Holiday,Tunnel,1-3 nights,25-34,1.898637922,1.821685544,0.184497077
2013,France,Business,Air,1-3 nights,25-34,0.581297347,1.141769768,0.122859516
2013,France,Business,Air,1-3 nights,35-44,0.19886222,0.390600218,0.061579312
2013,France,Business,Air,1-3 nights,45-54,2.199520999,6.480366529,1.329766004
2013,France,Business,Air,1-3 nights,55-64,2.393244704,2.350375815,0.505821825
2013,France,Business,Air,15+ nights,25-34,2.393244704,49.35789211,2.387949546
2013,France,Business,Tunnel,1-3 nights,45-54,1.884256395,1.849678033,0.489398649
2013,France,VFR,Air,1-3 nights,16-24,1.113443364,2.339787465,0.070979577
2013,France,VFR,Air,4-7 nights,45-54,1.087365206,7.997454084,0.175958923
2013,France,VFR,Air,4-7 nights,55-64,0.871533734,5.494317283,0.44019322
2013,France,VFR,Air,8-14 nights,45-54,1.291025653,13.56479251,0.147718055
2013,France,VFR,Sea,8-14 nights,35-44,0.256128585,2.240622046,0.052746518
2013,France,VFR,Sea,15+ nights,55-64,2.014574824,16.72136412,0.415667165
2013,France,VFR,Tunnel,8-14 nights,45-54,1.7376369,18.57888987,0.177150918
2013,France,Other,Tunnel,15+ nights,25-34,0.878434939,18.04825719,0.249717936
2013,France,Holiday,Air,1-3 nights,25-34,0.236495882,0.232999678,0.029072633
2013,France,Holiday,Air,1-3 nights,35-44,0.668764829,1.976634713,0.229257326
2013,France,Holiday,Air,4-7 nights,0-15,3.441709419,13.65919226,0.129161816
2013,France,Holiday,Air,4-7 nights,16-24,1.820381416,7.173880244,0.564000857
2013,France,Holiday,Air,4-7 nights,25-34,9.438909475,54.43125093,4.591082167
2013,France,Holiday,Air,4-7 nights,35-44,2.290092832,11.09745968,0.361690368
2013,France,Holiday,Air,4-7 nights,65+,0.668764829,4.612147663,1.012608887
2013,France,Holiday,Air,8-14 nights,16-24,1.820381416,14.34776049,0.473032977
2013,France,Holiday,Sea,1-3 nights,0-15,0.948725073,2.846175218,0.318771624
2013,France,Holiday,Sea,4-7 nights,0-15,3.911132217,19.69654406,1.806583897
2013,France,Holiday,Sea,4-7 nights,16-24,1.39757454,6.041316377,0.274629491
2013,France,Holiday,Sea,4-7 nights,35-44,0.141472017,0.565888068,0.031689732
2013,France,Holiday,Sea,4-7 nights,45-54,0.146404091,0.565395503,0.034157902
2013,France,Holiday,Sea,15+ nights,45-54,0.146404091,2.544279765,0.288658325
2013,France,Holiday,Sea,15+ nights,55-64,0.822846109,12.71094235,1.252468451
2013,France,Holiday,Sea,15+ nights,65+,0.189528974,12.62594371,0.0
2013,France,Business,Air,1-3 nights,16-24,0.814232057,2.439461392,0.498486298
2013,France,Business,Air,1-3 nights,25-34,0.605805707,0.605003459,0.105536168
2013,France,Business,Air,1-3 nights,35-44,1.649006352,4.940467887,2.486937518
2013,France,Business,Air,1-3 nights,45-54,3.066175914,7.771053592,0.968429198
2013,France,Business,Air,1-3 nights,55-64,1.649006352,3.293645258,0.517086019
2013,France,Business,Air,4-7 nights,25-34,0.43119842,2.153136991,0.127915548
2013,France,Business,Air,4-7 nights,35-44,1.649006352,6.587290516,0.684523396
2013,France,Business,Air,4-7 nights,45-54,0.266887569,1.066136557,0.046493935
2013,France,Business,Sea,4-7 nights,55-64,1.024781211,1.035357989,0.017180624
2013,France,VFR,Air,1-3 nights,25-34,6.906255376,20.40767866,0.307884997
2013,France,VFR,Air,4-7 nights,16-24,3.00983781,13.87408696,0.904390685
2013,France,VFR,Air,4-7 nights,55-64,1.013537122,4.671980036,0.304545823
2013,France,VFR,Air,4-7 nights,65+,0.820053292,6.615176611,0.465246152
2013,France,VFR,Sea,4-7 nights,16-24,0.954389027,4.734686566,0.142905404
2013,France,Other,Air,15+ nights,16-24,0.609068423,55.21451699,1.649353825
2013,France,Holiday,Air,1-3 nights,25-34,1.175867967,3.876171359,0.489059508
2013,France,Holiday,Air,1-3 nights,35-44,1.175867967,3.876171359,0.960442167
2013,France,Holiday,Air,1-3 nights,45-54,1.175867967,1.29205712,0.18619615
2013,France,Holiday,Air,4-7 nights,16-24,0.807319209,4.435457729,0.21441058
2013,France,Holiday,Air,4-7 nights,25-34,2.358507544,18.14088473,1.190347805
2013,France,Holiday,Air,4-7 nights,35-44,1.175867967,5.168228479,0.371213844
2013,France,Holiday,Air,4-7 nights,45-54,1.175867967,9.044399838,0.355893907
2013,France,Holiday,Air,4-7 nights,65+,1.496839048,8.981034291,3.417283548
2013,France,Holiday,Air,8-14 nights,25-34,2.300476449,22.07591679,1.310336492
2013,France,Holiday,Air,8-14 nights,35-44,8.954704044,127.9139008,5.56413908
2013,France,Holiday,Air,8-14 nights,45-54,4.477352022,59.037185,8.256464441
2013,France,Holiday,Air,15+ nights,25-34,1.175867967,19.3808568,3.081664129
2013,France,Holiday,Air,15+ nights,45-54,1.175867967,19.3808568,0.563302277
2013,France,Holiday,Sea,4-7 nights,55-64,0.122363735,0.611818674,0.17363414
2013,France,Holiday,Sea,8-14 nights,16-24,0.54762797,4.401522654,0.089222161
2013,France,Holiday,Sea,8-14 nights,35-44,1.195258659,4.803405188,0.085750129
2013,France,Holiday,Sea,8-14 nights,45-54,0.122363735,0.856546144,0.073472625
2013,France,Holiday,Sea,8-14 nights,55-64,0.606117894,7.307447175,0.354976802
2013,France,Holiday,Sea,15+ nights,0-15,0.152185834,2.752162467,0.096854852
2013,France,Holiday,Sea,15+ nights,35-44,1.03502955,15.5980871,0.658718563
2013,France,Holiday,Sea,15+ nights,55-64,2.222245955,48.96526759,4.572170238
2013,France,Holiday,Tunnel,1-3 nights,16-24,1.593873175,4.781619526,0.60248406
2013,France,Holiday,Tunnel,4-7 nights,45-54,1.19862976,6.021190856,0.376623923
2013,France,Holiday,Tunnel,15+ nights,0-15,0.883237124,6.211588653,0.204054026
2013,France,Holiday,Tunnel,15+ nights,45-54,1.162186271,9.340993306,0.086067696
2013,France,Holiday,Tunnel,15+ nights,55-64,1.147747563,17.29676843,0.212216432
2013,France,Business,Air,1-3 nights,25-34,4.061000784,7.888440415,2.04022073
2013,France,Business,Air,1-3 nights,35-44,0.941566679,1.409839401,0.178537044
2013,France,Business,Air,1-3 nights,45-54,1.095287753,2.127582002,0.293831112
2013,France,Business,Air,1-3 nights,55-64,1.066523407,3.10756146,1.264106088
2013,France,Business,Air,4-7 nights,16-24,1.050249466,7.140335032,0.169049257
2013,France,Business,Air,4-7 nights,45-54,1.081680175,4.202298921,0.70170952
2013,France,Business,Air,4-7 nights,55-64,0.563641909,1.094866967,0.103554106
2013,France,Business,Air,15+ nights,25-34,1.066523407,16.57366112,0.847939475
2013,France,Business,Tunnel,1-3 nights,45-54,1.507968296,2.970031881,0.0
2013,France,VFR,Air,1-3 nights,25-34,4.121176032,13.06267041,0.768779282
2013,France,VFR,Air,4-7 nights,16-24,1.082326978,8.00471866,0.278296306
2013,France,VFR,Air,4-7 nights,25-34,9.045641339,60.95802917,5.145786904
2013,France,VFR,Air,8-14 nights,35-44,4.121176032,39.18801122,2.971228037
2013,France,VFR,Air,15+ nights,55-64,1.097708335,17.39673588,0.415075411
2013,France,VFR,Sea,4-7 nights,65+,2.330950305,9.110188384,2.315125085
2013,France,VFR,Sea,15+ nights,25-34,0.148393597,2.464895064,0.185769686
2013,France,VFR,Tunnel,15+ nights,45-54,1.119147455,8.748057927,0.494021943
2013,France,Holiday,Air,1-3 nights,35-44,5.150037151,15.11262143,2.136295471
2013,France,Holiday,Air,1-3 nights,45-54,0.344779646,0.647964077,0.084186938
2013,France,Holiday,Air,1-3 nights,55-64,0.309132238,0.871454802,0.100740365
2013,France,Holiday,Air,4-7 nights,16-24,0.464337245,0.43632775,0.039577209
2013,France,Holiday,Air,4-7 nights,35-44,0.276978568,1.301354102,0.223964438
2013,France,Business,Air,1-3 nights,25-34,1.347808924,1.947890437,0.293392685
2013,France,Business,Air,1-3 nights,35-44,2.857017598,4.871453015,1.246150802
