year,country,purpose,mode,duration,age,visits_thousand,nights_thousand,millions_spent
2002,France,Holiday,Sea,4-7 nights,45-54,4.51,8.91,0.47
2002,France,Business,Tunnel,1-3 nights,45-54,0.49,0.49,0.05
2002,France,VFR,Air,4-7 nights,25-34,0.78,3.02,0.83
2002,France,VFR,Air,8-14 nights,45-54,1.5,16.75,0.28
2002,France,VFR,Air,15+ nights,25-34,0.57,1.66,0.05
2002,France,VFR,Sea,15+ nights,55-64,1.18,25.48,0.0
2002,France,VFR,Tunnel,4-7 nights,65+,0.52,2.16,0.15
2002,France,VFR,Tunnel,8-14 nights,35-44,0.55,4.5,0.05
2002,France,VFR,Tunnel,15+ nights,16-24,0.52,9.72,0.11
2002,France,Other,Air,4-7 nights,45-54,0.73,2.8,0.18
2002,France,Other,Sea,1-3 nights,25-34,1.1,2.2,0.17
2002,France,Other,Sea,8-14 nights,35-44,0.97,8.72,0.1
2002,France,Holiday,Air,1-3 nights,65+,1.19,2.33,0.36
2002,France,Holiday,Air,4-7 nights,16-24,0.76,2.97,0.12
2002,France,Holiday,Air,4-7 nights,35-44,4.22,20.34,0.73
2002,France,Holiday,Air,4-7 nights,45-54,1.65,6.6,0.4
2002,France,Holiday,Air,8-14 nights,25-34,1.18,10.8,0.68
2002,France,Holiday,Air,8-14 nights,55-64,1.04,10.2,0.0
2002,France,Holiday,Sea,4-7 nights,0-15,2.77,15.21,0.68
2002,France,Holiday,Sea,4-7 nights,16-24,0.73,2.15,0.02
2002,France,Holiday,Sea,4-7 nights,55-64,0.73,5.02,0.26
2002,France,Holiday,Sea,8-14 nights,55-64,2.74,29.61,1.8
2002,France,Holiday,Tunnel,4-7 nights,0-15,2.22,9.72,0.34
2002,France,Business,Air,1-3 nights,25-34,0.34,0.67,0.01
2002,France,Business,Air,1-3 nights,35-44,0.37,0.73,0.08
2002,France,Business,Air,1-3 nights,45-54,1.8,2.35,0.31
2002,France,Business,Air,4-7 nights,35-44,0.44,1.96,0.16
2002,France,Business,Sea,4-7 nights,45-54,0.71,2.18,0.01
2002,France,Business,Tunnel,1-3 nights,35-44,0.49,0.5,0.05
2002,France,VFR,Air,1-3 nights,16-24,1.35,2.69,0.34
2002,France,VFR,Air,1-3 nights,25-34,0.27,0.79,0.55
2002,France,VFR,Air,4-7 nights,45-54,0.43,3.0,0.12
2002,France,VFR,Tunnel,4-7 nights,55-64,0.47,1.42,0.04
2002,France,Holiday,Air,4-7 nights,25-34,2.23,12.98,0.82
2002,France,Holiday,Air,4-7 nights,55-64,0.85,3.74,0.16
2002,France,Holiday,Air,4-7 nights,65+,0.44,1.73,0.23
2002,France,Holiday,Air,8-14 nights,0-15,2.23,28.12,1.11
2002,France,Holiday,Air,8-14 nights,16-24,0.44,3.46,0.08
2002,France,Holiday,Air,8-14 nights,25-34,2.23,17.31,1.08
2002,France,Holiday,Air,8-14 nights,35-44,2.23,17.31,1.27
2002,France,Holiday,Air,8-14 nights,45-54,1.43,11.1,0.52
2002,France,Holiday,Air,15+ nights,25-34,1.81,22.84,0.56
2002,France,Holiday,Air,15+ nights,45-54,3.57,50.22,2.25
2002,France,Holiday,Sea,4-7 nights,25-34,1.59,11.05,0.08
2002,France,Holiday,Sea,8-14 nights,16-24,1.59,22.1,0.6
2002,France,Holiday,Sea,8-14 nights,35-44,1.44,15.48,0.35
2002,France,Holiday,Sea,8-14 nights,45-54,3.72,50.1,1.55
2002,France,Holiday,Sea,8-14 nights,55-64,1.99,23.66,0.5
2002,France,Holiday,Sea,15+ nights,0-15,4.66,74.4,1.36
2002,France,Holiday,Sea,15+ nights,16-24,1.54,26.1,1.67
2002,France,Holiday,Sea,15+ nights,35-44,1.65,16.55,0.17
2002,France,Holiday,Sea,15+ nights,45-54,1.99,9.86,0.32
2002,France,Holiday,Tunnel,4-7 nights,25-34,0.56,2.58,0.07
2002,France,Holiday,Tunnel,8-14 nights,35-44,0.48,0.95,0.01
2002,France,Holiday,Tunnel,15+ nights,16-24,0.56,8.29,0.11
2002,France,Business,Air,1-3 nights,25-34,0.46,1.55,0.29
2002,France,Business,Air,1-3 nights,35-44,2.04,6.82,0.75
2002,France,Business,Air,1-3 nights,45-54,2.23,2.95,0.38
2002,France,Business,Air,4-7 nights,35-44,1.39,7.18,0.68
2002,France,Business,Air,4-7 nights,45-54,0.87,2.9,0.41
2002,France,Business,Air,8-14 nights,55-64,0.81,5.43,0.33
2002,France,Business,Sea,15+ nights,16-24,1.62,27.49,0.11
2002,France,Business,Tunnel,1-3 nights,35-44,1.45,1.45,0.0
2002,France,VFR,Air,1-3 nights,25-34,0.3,0.89,0.0
2002,France,VFR,Air,1-3 nights,35-44,2.16,6.41,0.14
2002,France,VFR,Air,1-3 nights,55-64,0.4,0.78,0.04
2002,France,VFR,Air,4-7 nights,16-24,2.16,10.69,0.25
2002,France,VFR,Air,8-14 nights,35-44,1.39,8.22,0.07
2002,France,VFR,Air,8-14 nights,55-64,2.13,20.22,1.63
2002,France,VFR,Sea,15+ nights,55-64,0.53,10.22,0.27
2002,France,Study,Air,8-14 nights,35-44,1.11,17.07,1.06
2002,France,Other,Air,15+ nights,16-24,0.4,9.89,0.08
2002,France,Other,Tunnel,4-7 nights,45-54,0.57,3.78,0.11
2002,France,Holiday,Sea,4-7 nights,0-15,4.79,19.17,0.8
2002,France,Holiday,Sea,8-14 nights,16-24,4.93,64.15,0.74
2002,France,Holiday,Sea,8-14 nights,25-34,2.47,30.23,0.37
2002,France,Business,Air,1-3 nights,35-44,0.45,1.33,0.55
2002,France,Business,Air,1-3 nights,55-64,0.29,0.39,0.07
2002,France,Business,Air,4-7 nights,35-44,0.42,1.69,0.06
2002,France,Business,Sea,8-14 nights,35-44,2.53,28.52,1.94
2002,France,Business,Tunnel,1-3 nights,25-34,2.68,2.65,0.01
2002,France,VFR,Air,4-7 nights,25-34,2.09,5.3,0.2
2002,France,VFR,Air,4-7 nights,55-64,0.58,2.38,1.99
2002,France,VFR,Air,8-14 nights,35-44,1.07,7.6,0.35
2002,France,Study,Air,15+ nights,16-24,1.21,110.34,2.24
2002,France,Other,Air,4-7 nights,45-54,0.35,0.7,0.01
2003,France,Holiday,Air,1-3 nights,25-34,0.5,1.63,0.12
2003,France,Holiday,Air,4-7 nights,16-24,0.87,8.63,0.22
2003,France,Holiday,Tunnel,8-14 nights,25-34,0.58,2.72,0.32
2003,France,Business,Air,1-3 nights,25-34,1.83,4.05,0.57
2003,France,Business,Air,1-3 nights,35-44,1.07,3.56,0.88
2003,France,Business,Air,4-7 nights,45-54,0.47,2.1,0.45
2003,France,VFR,Air,8-14 nights,25-34,0.66,5.3,0.06
2003,France,VFR,Air,15+ nights,0-15,1.29,2.61,0.04
2003,France,VFR,Air,15+ nights,55-64,0.42,1.69,0.0
2003,France,VFR,Tunnel,4-7 nights,35-44,1.12,2.81,0.08
2003,France,Study,Air,15+ nights,16-24,1.02,74.58,3.88
2003,France,Holiday,Air,4-7 nights,25-34,3.13,14.09,0.27
2003,France,Holiday,Air,4-7 nights,45-54,0.32,1.22,0.13
2003,France,Holiday,Sea,4-7 nights,0-15,4.56,21.05,0.42
2003,France,Holiday,Sea,4-7 nights,25-34,0.77,4.54,0.27
2003,France,Holiday,Sea,4-7 nights,35-44,1.53,6.01,0.34
2003,France,Holiday,Tunnel,4-7 nights,0-15,1.05,5.23,0.17
2003,France,Holiday,Tunnel,4-7 nights,35-44,1.09,5.37,0.15
2003,France,Holiday,Tunnel,4-7 nights,65+,0.52,3.06,0.28
2003,France,Holiday,Tunnel,8-14 nights,25-34,0.52,2.55,0.07
2003,France,Business,Sea,4-7 nights,55-64,0.81,3.95,0.03
2003,France,VFR,Air,1-3 nights,25-34,2.46,6.67,0.19
2003,France,VFR,Air,1-3 nights,35-44,1.28,1.25,0.55
2003,France,VFR,Air,4-7 nights,16-24,0.54,3.67,0.06
2003,France,VFR,Air,4-7 nights,55-64,2.05,2.0,1.07
2003,France,VFR,Sea,4-7 nights,0-15,0.54,2.63,0.0
2003,France,VFR,Tunnel,15+ nights,0-15,0.96,14.01,0.0
2003,France,Other,Air,4-7 nights,25-34,0.25,1.52,0.14
2003,France,Other,Air,4-7 nights,65+,0.91,1.86,0.07
2003,France,Holiday,Air,4-7 nights,16-24,2.36,16.53,1.17
2003,France,Holiday,Air,4-7 nights,25-34,2.93,20.25,2.47
2003,France,Holiday,Air,4-7 nights,35-44,0.7,4.6,0.16
2003,France,Holiday,Air,4-7 nights,55-64,0.39,2.74,0.24
2003,France,Holiday,Air,4-7 nights,65+,0.58,4.05,0.36
2003,France,Holiday,Air,8-14 nights,35-44,3.38,55.26,0.65
2003,France,Holiday,Air,8-14 nights,45-54,2.25,25.67,1.13
2003,France,Holiday,Air,15+ nights,55-64,1.32,60.14,1.87
2003,France,Holiday,Sea,8-14 nights,25-34,1.65,21.66,0.88
2003,France,Holiday,Sea,8-14 nights,55-64,1.65,11.66,0.62
2003,France,Holiday,Sea,15+ nights,0-15,1.4,32.5,0.34
2003,France,Holiday,Tunnel,4-7 nights,25-34,1.48,7.45,0.2
2003,France,Business,Air,1-3 nights,45-54,2.68,2.54,0.55
2003,France,Business,Air,15+ nights,45-54,3.27,9.29,0.02
2003,France,Business,Sea,1-3 nights,45-54,1.59,4.64,0.02
2003,France,VFR,Air,4-7 nights,16-24,1.96,12.76,0.65
2003,France,VFR,Air,4-7 nights,25-34,2.48,8.04,0.46
2003,France,VFR,Air,8-14 nights,25-34,1.03,11.2,0.45
2003,France,VFR,Air,8-14 nights,35-44,1.63,3.55,0.04
2003,France,VFR,Air,8-14 nights,55-64,1.05,6.87,0.35
2003,France,VFR,Sea,15+ nights,25-34,0.56,8.8,0.13
2003,France,Study,Air,8-14 nights,16-24,0.82,13.28,0.66
2003,France,Study,Air,15+ nights,35-44,5.56,103.42,6.77
2003,France,Holiday,Air,15+ nights,45-54,1.94,20.33,1.21
2003,France,Business,Air,1-3 nights,35-44,0.86,2.58,0.14
2003,France,Business,Air,8-14 nights,35-44,0.37,2.59,0.18
2003,France,VFR,Air,1-3 nights,0-15,1.28,1.26,0.05
2003,France,VFR,Air,1-3 nights,55-64,1.28,3.78,0.12
2003,France,VFR,Air,4-7 nights,16-24,1.39,9.6,0.24
2003,France,VFR,Air,4-7 nights,65+,1.48,10.18,0.02
2003,France,VFR,Air,8-14 nights,16-24,2.23,6.58,0.12
2003,France,VFR,Air,8-14 nights,45-54,0.36,3.52,0.15
2004,France,Holiday,Air,4-7 nights,35-44,0.69,3.3,0.11
2004,France,Business,Sea,1-3 nights,45-54,2.21,4.36,0.03
2004,France,Business,Sea,15+ nights,35-44,1.82,7.28,0.05
2004,France,Business,Tunnel,1-3 nights,45-54,1.56,3.07,0.01
2004,France,Business,Tunnel,4-7 nights,45-54,0.47,1.88,0.16
2004,France,VFR,Air,4-7 nights,16-24,0.68,3.23,0.07
2004,France,VFR,Air,4-7 nights,25-34,1.74,8.28,0.36
2004,France,VFR,Air,4-7 nights,35-44,1.87,12.46,10.93
2004,France,VFR,Air,4-7 nights,45-54,0.8,2.49,0.08
2004,France,VFR,Air,4-7 nights,55-64,1.69,8.08,0.0
